razao_social;cnpj
RAPID GAS SJB LTDA;2,91712E+13
RELUTH GAS E TRANSPORTE LTDA;1,14127E+13
R LUBANCO DE ASSIS COMERCIO DE GAS;02791576000140
ROLIANE DOMINGUES DE OLIVEIRA;2,60753E+13
ROMILDO GAS EIRELI;2,83783E+13
SANDRA PICOLE BRITO VAILLANT;03506148000190
S A S REVENDEDORA DE GAS LTDA;4,43052E+13
S M NASCIMENTO COMERCIO E DISTRIBUIDORA DE GAS LTDA;3,95647E+13
SOUZA E MUNIZ COMERCIO DE GAS LTDA;1,23315E+13
SR COMERCIO DE GAS LTDA;4,96354E+13
SUPERLAGOS COMERCIO DE GAS LTDA;3,59259E+13
SUPERMERCADO CARVALHO LTDA;2,70695E+13
ULTRA COSTA DO SOL COMERCIO DE GLP LTDA;3,49927E+13
ULTRA LAGOS COMERCIO DE GLP LTDA;2,48764E+13
UNIAO GAS LTDA;2,67134E+13
VENANCENSE GAS LTDA M E;1,28315E+13
VIADUTO GAS DISTRIBUIDORA DE GAS E AGUA DE MACAE LIMITADA;5,5618E+13
VILA GAS LTDA;3,62249E+13
V S FIGUEIREDO COMERCIO DE GAS LTDA;4,34367E+13
ALCIDES CARDOSO COUTINHO NETO LTDA;3,43754E+13
ALVES GAS COMERCIO DE GAS LIQUEFEITO EIRELI;4,01685E+13
ANA MARIA DE OLIVEIRA CARDOSO NEVES;02201856000150
ANA MARIA DE OLIVEIRA CARDOSO NEVES;02201856000312
ANTONIO CARLOS P DE CARVALHO;1,41833E+13
ANTONIO JOAQUIM XAVIER DOS SANTOS;3,3099E+13
ANTONIO JOAQUIM XAVIER DOS SANTOS;3,3099E+13
A R COMERCIO DE GAS LTDA;5,77085E+13
A R COMERCIO DE GAS LTDA;5,77085E+13
ATLANTICA GAS LTDA;1,02789E+13
AURENE RITA DOS SANTOS MEIRA;1,03131E+13
AUTO POSTO TIRADENTES DE RIACHO DE SANTANA LTDA;1,36874E+13
BENICIO DE SOUZA COSTA E CIA LTDA;04821659000240
BRUMADO GAS E CIA LTDA;2,65507E+13
BRUMADO GAS E CIA LTDA;2,65507E+13
BULHOES COMERCIO VAREJISTA DE GAS LTDA;4,41196E+13
CARLOS CORREIA ALVES;05666939000103
CASA DO GAS LTDA;3,74392E+13
C E C JOMAAR EMPREENDIMENTOS LTDA;2,28514E+13
CL COMERCIO DE GAS LTDA;2,76717E+13
COMERCIAL DE GAS E BEBIDAS DE MARACAS LTDA;2,43504E+13
COMERCIO VAREJISTA ESTRELA GAS EIRELI;3,0047E+13
CORIBE GAS LTDA;9,68032E+13
DARLAN MASCARENHAS SANTOS TORRES;09662161000115
DISTRIBUIDORA DE GAS MACAUBAS LTDA;5,41098E+13
DISTRIBUIDORA DE GAS VESPERMANN LTDA;06951302001446
DISTRIBUIDORA NACIONAL GAS POCOES LTDA;3,21413E+13
DUDA S GAS LTDA;1,3311E+13
EDIGAS COMERCIO VAREJISTA DE GAS LTDA;2,15527E+13
EDIVALDO PEREIRA SAMPAIO;05272170000149
EDSON RODRIGUES DE MOURA;08681949000106
EKIGAS COMERCIO DE GAS LTDA;02547183000195
EMMANUEL HENRIQUE FERNANDES REIS DA SILVA;4,62768E+13
ESMERALDO RODRIGUES SOUZA JUNIOR;3,39077E+13
FANGAS LTDA;3,61199E+13
F E G TRANSPORTE E GAS LTDA;2,66919E+13
FERRAZ SANTOS COMERCIO DE GAS LTDA;1,31921E+13
GAS BATISTA DISTRIBUIDORA LTDA;2,4772E+13
GAS BATISTA DISTRIBUIDORA LTDA;2,4772E+13
GAS PRATA COMERCIO E REPRESENTACAO LTDA;02557362000103
GAS PRECO JUSTO LTDA;2,67874E+13
GENILDA PIMENTEL DA SILVA SOUZA;05868996000175
GILDASIO RIBEIRO DE ALMEIDA DE BURITIRAMA;3,0248E+13
GILVANEI FERREIRA DOS SANTOS LTDA;4,5985E+13
GIVALCIO ALVES DE OLIVEIRA;1,80872E+13
G REIS COMERCIO E SERVICOS LTDA;2,70111E+13
GRUPO A COMERCIO DE COMBUSTIVEIS LTDA;07151358000245
HELAINE ALVES BARBOSA SANTOS;07197802000182
HENRIQUE ALVES OLIVEIRA;1,10028E+13
HM COMERCIO DE GAS LTDA;3,74818E+13
IDALIA DE OLIVEIRA NEVES TEIXEIRA;09518013000121
ITA GAS COMERCIO DE GAS LTDA;6,03085E+13
JACQUELINE NERY SOUZA VIEIRA;04353036000100
JEIR S SANTOS DE LAJE;05597881000193
JN AMARAL COMERCIO DE GAS LTDA;07173359000100
JOABIO CARVALHO FERREIRA;1,42138E+13
L A COMERCIO DE GAS IPIAU LTDA;3,79881E+13
LAGOA GAS DE RIACHO DE SANTANA LTDA;08092003000104
LBJ COMERCIO DE GAS LTDA;03759981000143
LCGAS COMERCIO DE GAS LIQUEFEITO DE PETROLEO LTDA;2,69566E+13
LINDSON SOUSA DE ANDRADE;03533654000179
MANOEL BRITO GONCALVES DE LUCAIA;00883419000139
MARACAIZINHO COMERCIO DE GAS LTDA;2,66806E+13
MARCELO AFONSO PORTO CORREA;3,47119E+13
MARIA DA GLORIA SOARES DA SILVA;5,31281E+13
MARIA DAS GRACAS ALMEIDA DOS REIS;1,40999E+13
MARTEC MOVEIS ARMARINHOS E TECIDOS LTDA;1,44257E+13
MARTEC MOVEIS ARMARINHOS E TECIDOS LTDA;1,44257E+13
MARTINS E PRADO LTDA;1,62645E+13
MATINAGAS LTDA;1,91089E+13
MAXIMO LUIS DA SILVA CAMPOS;3,33261E+13
MD GAS PINDAI COMERCIO VAREJISTA LTDA;5,84725E+13
MIC COMERCIO VAREJISTA DE GAS EIRELI;04733460000180
MIRIAN MENDONCA AZEVEDO;1,56577E+13
MUTANS GAS COMERCIO VAREJISTA DE GAS LTDA;2,38881E+13
NAIARA MARQUES SANTOS;09508075000152
NILTO GAS E AGUA MINERAL LTDA;2,2555E+13
NK COMERCIALIZACAO DE GAS LIQUEFEITO DE PETROLEO LTDA;00795434000125
NOSSO GAS COMERCIO DE GAS LTDA;3,63283E+13
NOVO GAS COMERCIO E DISTRIBUICAO LTDA;3,79848E+13
OESTE COMERCIO SERVICOS E TRANSPORTES LTDA;4,2389E+13
OSMAR B DE SOUZA;3,18841E+13
PAG MENOS COMERCIO VAREJISTA DE GAS LTDA;2,32554E+13
PAULINHO GAS LTDA;3,83927E+13
PG GAS LTDA;4,14743E+13
PINDAI GAS COMERCIO VAREJISTA DE GAS LTDA;2,61041E+13
RIO GAS DISTRIBUIDORA DE GAS LTDA;3,42301E+13
RITA DE CASSIA NOVAES SOUZA;1,02456E+13
ROGERIO SANTOS DE ARAUJO LTDA;1,08335E+13
R S REVENDEDORA DE GAS SLU LTDA;4,25863E+13
SEBASTIAO ABREU DE MOURA;00227180000149
SHALOM GAS DE URANDI LTDA;2,97654E+13
TOP COMERCIO DE GAS LTDA;3,59922E+13
TOPGAS DISTRIBUIDOR DE GAS LTDA;1,0367E+13
VALDEMIR TEIXEIRA MELO;3,42526E+13
VALOGAS LTDA;3,76957E+13
WASHINGTON CAIRES BRANDAO;4,11516E+13
45399901 LTDA;4,53999E+13
ARNO ODORIZZI E CIA LTDA;1,85203E+13
ARNO ODORIZZI E CIA LTDA;1,85203E+13
BIT GAS DISTRIBUIDORA DE GAS E TRANSPORTES LTDA;00830891000103
BIT GAS DISTRIBUIDORA DE GAS E TRANSPORTES LTDA;00830891000537
BIT GAS DISTRIBUIDORA DE GAS E TRANSPORTES LTDA;00830891000618
BJB COMERCIO DE GAS LTDA;3,30165E+13
BOMBAS COMERCIO DE GAS LTDA;5,56583E+13
CENTRO GAS DISTRIBUIDORA DE GLP LTDA;1,91094E+13
CJM COMERCIO VAREJISTA DE GAS EIRELI;1,69856E+13
COMERCIAL PESCADOR LTDA;03120878000310
COMERCIAL PESCADOR LTDA;03120878000159
COMERCIO DE GAS ARLINDO LTDA;7,89875E+13
COMERCIO DE GAS ARLINDO LTDA;7,89875E+13
COMERCIO DE GAS CB LTDA;09083659000123
COMERCIO DE GAS E AGUA TOP GAS LTDA;5,91706E+13
COMPRETUDO SUPERMERCADO LTDA;08787156000176
CONFIANCA GAS E AGUA LTDA;2,02229E+13
DISK GAS AMIGOS LTDA;1,83209E+13
DISK GAS E AGUA DA PATROA LTDA;3,0981E+13
FLAME COMERCIO DE GAS LTDA;01171815000104
GAS AGORA COMERCIO VAREJISTA DE GAS LTDA;3,01099E+13
GAS AGORA COMERCIO VAREJISTA DE GAS LTDA;3,01099E+13
GAS AGORA COMERCIO VAREJISTA DE GAS LTDA;3,01099E+13
GAS TRES IRMAOS REVENDEDORA DE GLP LTDA;3,11253E+13
GT DISTRIBUIDORA DE GLP LTDA;1,04733E+13
GUZZI GAS DISTRIBUIDORA LTDA;00511961000322
GUZZI GAS DISTRIBUIDORA LTDA;00511961000160
IRMAOS ZAT LTDA;8,2171E+13
IRMAOS ZAT LTDA;8,2171E+13
JOINVILLE COMERCIO E TRANSPORTE DE GAS LTDA;03204755000104
JOSE ROBERTO SCHROEDER;08610102000300
JOSE ROBERTO SCHROEDER;08610102000130
JOSE ROBERTO SCHROEDER;08610102000564
JOSE ROBERTO SCHROEDER;08610102000211
JOSE ROBERTO SCHROEDER;08610102000483
JOSIANE DA SILVA GAS;1,66989E+13
JOSIANE DA SILVA GAS;1,66989E+13
LUGANNO COMERCIO DE GAS LTDA;2,03315E+13
MARCELO ZERMIANI;04910932000122
MARCOS RODRIGO ZANCHETT PEIXER;1,30885E+13
M E M COMERCIO DE GAS LTDA;1,79312E+13
MGI DISTRIBUIDORA DE GAS LTDA;02782052000354
MOTA GAS LTDA;07651544000162
NATAN E EVANILTON GAS E AGUA LTDA;5,01096E+13
OLIVEIRA COMERCIO DE GAS LTDA;3,93278E+13
ORIGAZ COMERCIO DE GAS LTDA;08756034000112
PALHOCA GAS E AGUA LTDA;2,72979E+13
R E M DISTRIBUIDORA E COMERCIO DE GAS E AGUA LTDA;1,22895E+13
RODOLFO MOTA NETO;3,14346E+13
SCHWALB COMERCIO DE GAS E TRANSPORTADORA LTDA;1,98376E+13
SG GAS COMERCIO E TRANSPORTE LTDA;04710432000228
SG GAS COMERCIO E TRANSPORTE LTDA;04710432000147
SUPERMERCADO ZAT LTDA;8,01434E+13
TELECEVA SAO JOAO BATISTA LTDA;3,84043E+13
TRANSPORTES E COMERCIO ZAT LTDA;00469139000189
VANILDE WIPPEL ZERMIANI;01247807000439
VANILDE WIPPEL ZERMIANI;01247807000196
V W COMERCIO DISTRIBUIDORA E TRANSPORTADORA DE GAS LTDA;07167655000106
WARMLING E SILVA DISTRIBUIDORA DE GAS LTDA;1,06965E+13
ZAT ATACADO E VAREJO LTDA;3,60484E+13
2D COMERCIO DE GAS E TRANSPORTES LTDA;2,85194E+13
A A COMERCIO DE GAS LTDA;2,34867E+13
A A LAMPERT SILVA E CIA LTDA;3,78107E+13
ABMF NORTE GAS IBAITI LTDA;3,24837E+13
A C CAROLINO ARMARINHOS;00074108000200
A. DALAQUA COMERCIO DE GAS;1,52344E+13
A F BERGAMASCO SALES COMERCIO DE GLP EIRELI;3,32672E+13
A FERREIRA DO CABO;4,16449E+13
A GOMES PEREIRA GAS;04498849000198
ALBUQUERQUE COMERCIO DE GAS LTDA;1,23134E+13
ALBUQUERQUE FILHO COMERCIO DE GAS LTDA;1,11181E+13
A. L. D. COMERCIO DE GAS LTDA;08623081000198
ALEX SANDRO ALFREDO DA SILVA;2,26362E+13
ALINE CIVILA FERREIRA DEPOSITO DE GAS;4,4769E+13
ALINE DA SILVA DIAS GAS;3,32559E+13
AMAZONAS COMERCIO DE GAS LTDA;00792681000178
AMAZONAS COMERCIO DE GAS LTDA;00792681000259
AMIGAO GAS E AGUA REVENDEDORA LTDA;6,02211E+13
ANDRI GAS COMERCIO DE GAS LTDA;8,48081E+13
A. N. D. S. GOMES COMERCIO DE GAS LTDA;08788938000120
APARECIDA MASUMI ONO COMERCIO DE GAS;3,49354E+13
A. SANTOS DE SOUZA JUNIOR;2,09753E+13
ATACADAO DO GAS APUCARANA LTDA;4,69669E+13
ATACADO TRES IRMAOS LTDA;5,41124E+13
ATACADO VIZINHO GAS E AGUA LTDA;5,82743E+13
AUTO POSTO VIAIS LTDA;4,06013E+13
A VILAS BOAS GAS;05207219000180
AYUSO COMERCIO DE GAS LTDA;3,7616E+13
BAILLY E BAILLY G L P LTDA;3,70672E+13
BARALDI FERRETI E CIA LTDA;07121980000120
B C DOS SANTOS COMERCIO DE GAS;1,81626E+13
B RODRIGUES DE ALMEIDA CORREA;3,74064E+13
CABRITO COMERCIO DE GAS LTDA;3,8625E+13
CABRITO GAS NOVA ESPERANCA LTDA;5,5197E+13
CHEPA GAS LTDA;09108362000175
CLAUDIO MENDES LTDA;4,41503E+13
COMERCIO DE GAS COLAUTO LTDA;04510679000110
COMERCIO DE GAS E AGUA LEOMARQUES LTDA;2,1776E+13
COMERCIO DE GAS NOVO MILENIO LTDA;2,65554E+13
COSTA COMERCIO E DISTRIBUIDORA DE GAS E AGUA LTDA;4,19815E+13
C P COMERCIO LTDA;5,46495E+13
C S SANTANA GAS;08687072000241
C S SANTANA GAS;08687072000160
D. D. ROHLING E CIA LTDA;07113736000115
DEPOSITO AGUA E GAS NOSSA SENHORA APARECIDA LTDA;6,01147E+13
DEPOSITO DE GAS MARTINS E AMORIM LTDA;1,97262E+13
DEUS E FIEL GAS E AGUA 2 LTDA;5,15885E+13
DINHO COMERCIO DE GAS LTDA;4,47281E+13
DISTRIBUIDORA CASA DO GAS APUCARANA LTDA;3,42949E+13
DIVANIA FERNANDES CHAMBO GAS;08472590000167
D M RECH E RECH LTDA;06100782000117
E DE LIMA CARVALHO SOUZA GAS;2,7363E+13
EDSON DA FONSECA;2,50906E+13
ELIANE APARECIDA ROSSI BARON HERNANDES;2,30303E+13
ELTON CESAR DA SILVA LTDA;3,63295E+13
EMBALADAO LTDA;00285303000106
EMBRACHOPP - EMPRESA BRASILEIRA DE CHOPP E BEBIDAS LTDA;3,19191E+13
EVOGAS LTDA;09440162000115
FABIANO RODRIGUES TAVARES;2,14185E+13
F. DA SILVA ESTEVES - COMERCIO DE GAS;3,1872E+13
FERNANDES GAS LTDA;5,29859E+13
FIORENTIM GAS E AGUA LTDA;5,52014E+13
FRACASSI GAS LTDA;9,53796E+13
FRANFRAC COMERCIO DE GAS LTDA;8,67548E+13
GABRIEL RIBEIRO PEDRICONI GAS;3,12959E+13
GAS ATUAL LTDA;6,0065E+13
GAS CENTRAL COMERCIO E TRANSPORTE DE GAS LTDA;05129733000144
GILVANI TONELLI CONVENIENCIA;2,2915E+13
G S COMERCIO DE GAS E AGUA MINERAL LTDA;5,2888E+13
HM GAS E BEBIDAS LTDA;05431923000111
IVANEIDE ARCANJA DOS SANTOS PEREIRA GAS;3,16035E+13
J A DOS REIS DISTRIBUIDORA GAS E BEBIDAS;2,62771E+13
JAPA GAS LTDA;1,26647E+13
J C EGEA GAS;1,74896E+13
J E M PEDROSO EMPREENDIMENTOS COMERCIAIS;1,11452E+13
JET-GAS - COMERCIO DE GAS LTDA;03120257000175
J. LOURENCO DA SILVA COMERCIO DE GAS;3,56908E+13
JOAO PAULO SIMOES EMPRESA COMERCIAL;3,74809E+13
JOSE FARIAS E CIA LTDA;04894459000137
JRF GAS LTDA;3,42959E+13
J R FRANCO E CIA LTDA;03467063000140
LAERCIO GAS LTDA;4,30116E+13
LARANJEIRAS COMERCIO DE GAS LTDA;1,6528E+13
L A S NETO COMERCIO DE AGUA LTDA;4,28109E+13
LEANDRO CEZAR DAVANCO;4,44758E+13
LEIBANTE E SANTOS LTDA;03106682000100
LEONIDAS GAS EIRELI;2,1644E+13
LIDER GAS APUCARANA LTDA;5,04262E+13
LIDER GAS EIRELI;2,71524E+13
LIDERGAS REVENDEDORA DE GAS LTDA;1,11885E+13
L O BERNINI GAS;2,01416E+13
LVS - COMERCIO DE GAS LTDA;08457214000101
MACHADO GAS LTDA;5,15141E+13
MACHADO GAS LTDA;5,15141E+13
MALAVAZI BEZERRA COM DE GAS LTDA;1,20412E+13
M C IZIDORIO;06277924000116
MIL GAS APUCARANA LTDA;2,74028E+13
MM COMERCIO DE GAS LTDA;1,1509E+13
M M DE OLIVEIRA COMERCIO DE GAS LTDA;3,72179E+13
O. DANIEL DA SILVA COMERCIO DE AGUA E GAS;3,2028E+13
PAIAO E PAIAO LTDA;1,1195E+13
PARANA NORTE GAS LTDA;2,04932E+13
PARANAVAI GAS EIRELI;1,80293E+13
PARRO E PARRO LTDA.;07723736000137
PEDRO AUGUSTO VENDRUSCOLO;2,78979E+13
P K BERNARDES DISK GAS;09032594000197
PREMIER GAS PARANAVAI 2 LTDA;5,55282E+13
R A ALEXANDRE COMERCIO DE GAS;2,77675E+13
RBS COMERCIO DE GAS LTDA;4,27236E+13
ROCHA E PORTO LTDA;1,89031E+13
ROMA - COMERCIO DE GAS LTDA;09654121000121
R PENA DIAS COMERCIO DE GAS LTDA;3,94016E+13
SHALON GAS LTDA;2,51731E+13
SILVA E COTRIM COMERCIO DE GAS E BEBIDAS LTDA;5,23732E+13
SONIA MARIA DE LIMA ALVES;1,51897E+13
SPADRIZANI E SPADRIZANI LTDA;1,18594E+13
SUPERMERCADO BOVO LTDA;8,24982E+13
SUPERMERCADOS BAZA LTDA;7,52184E+13
TEMGAS LTDA;5,51917E+13
TRANSJA LTDA;01654141000271
TROPICAL DISTRIBUIDORA DE GAS LTDA;3,10621E+13
VALDGAS LTDA;5,2092E+13
VALMIR APARECIDO PAIAO E CIA LTDA;07208021000146
V F DA SILVA BEBIDAS E ALIMENTOS;1,86655E+13
VIP GAS DISTRIBUIDORA LTDA;04737112000180
V. RIBEIRO FELIX COMERCIO DE GAS;1,09372E+13
WESLEY ANDERSON RODRIGUES DE OLIVEIRA AGUA E GAS;2,47766E+13
AERO GAS COMERCIO DE GAS LTDA;2,4786E+13
A I AZRAK E CIA LTDA;5,9463E+13
ALINE MARLI RUARO GAS E AGUA;1,49332E+13
ALTEMAR GONCALVES DE OLIVEIRA;4,05505E+13
ANDRADE VICENTE DEPOSITO DE GAS LTDA;5,34778E+13
ARAUJO GAS LTDA;4,7219E+13
AUTO POSTO CARLETO LTDA;9,63186E+13
AUTO POSTO SAO JOSE JABOTICABAL LTDA;1,24379E+13
AXEL GAS E AGUA LTDA;6,00834E+13
BALAO GAS COMERCIO DE GAS LTDA;6,68809E+13
BARROS E BARROS COMERCIO DE GAS LTDA;2,87409E+13
BIRO GAS E AGUA LTDA;3,81623E+13
BOM JESUS RIBEIRAO PRETO COMERCIO DE GAS LTDA;3,72572E+13
BRASIL GAS RIO PRETO LTDA;2,44232E+13
BRUNA JULIANA FACHIN PAZIANOTO;3,30286E+13
BRUNO CARLOS ORIOLI LTDA;5,43143E+13
CAIQUE SISDELI BATISTA;4,42692E+13
CANTO DO GAS COMERCIO E DISTRIBUICAO LTDA;5,16748E+13
CARLOS AUGUSTO PIMENTA COSTA LTDA;2,80555E+13
CARVALHO DISTRIBUIDORA DE GAS E AGUA LTDA;4,51638E+13
CELSO I MENDONCA;08450433000150
C E RUIZ COMERCIO GAS;2,07988E+13
COMERCIO DE GAS LAIS LTDA;4,91942E+13
DAGMAR ELIANE ALVES DA SILVA;1,49371E+13
DEPOSITO DE AGUA E GAS DOURADINHO LTDA;3,65281E+13
DEPOSITO DE GAS HERNANDES LTDA;4,20947E+13
DIOGENES SPINELI SOARES;08659673000160
ESKINAO GAS COMERCIO DE GLP LTDA;02763131000156
ESKINAO GAS SERRANA COMERCIO DE GLP LTDA;5,23343E+13
ESTER GAS BEBEDOURO LTDA;4,79663E+13
ESTER GAS RIBEIRAO PRETO LTDA;5,07126E+13
FABRICIO MANTOVANI;09666437000133
FARIAS E BARBOSA LTDA;4,56415E+13
FELICIANO RIO PRETO COMERCIO DE GAS LTDA;05147147000122
FELIPE GAS E AGUA BARRETOS LTDA;5,48834E+13
FRANCA GAS EIRELI;06111390000153
FRANCIELE DE OLIVEIRA SANTOS RUFATO;2,25738E+13
FRANCISCA SONIA DE FIGUEIREDO NEVES;02565433000543
FRANCISCA SONIA DE FIGUEIREDO NEVES;02565433000624
GABRIEL PINDANGA DIAS;2,36727E+13
GAS OPINI LTDA;1,30547E+13
H D ANTONINI DE FREITAS LTDA;2,53304E+13
HIPER GAS DISTRIBUIDORA LTDA;3,71504E+13
H S MARTINS LTDA;4,41581E+13
H S MARTINS LTDA;4,41581E+13
IMPERIAL GAS RIBEIRAO PRETO LTDA;07071091000103
ITAJOBI COMERCIO DE GAS E AGUA LTDA;4,13313E+13
ITAMAR FORTUNATO BATISTA;4,92785E+13
IVANETE APARECIDA MENDES FRANCA;04449605000115
J C DO NASCIMENTO AGUA E GAS;3,5803E+13
J D GAS E AGUA LTDA;4,25701E+13
JENIVALDO MENANDRO FRANCISCO;06164721000113
JEOVA EURIPEDES CAMARGOS SILVA;2,2207E+13
JONATHAS JOSE EVARISTO;3,48906E+13
JOSE LUIZ ROSARIA;08594878000104
JOSE NICOLAU DOS SANTOS MINI MERCADO;1,02821E+13
JOSE NICOLAU DOS SANTOS MINI MERCADO;1,02821E+13
JOSE ROBERTO JORGE NOVA EUROPA;03882361000105
J RAIMUNDO FILHO GAS;08426696000124
JS GAS E AGUA JABOTICABAL LTDA;5,54807E+13
KARITHA GASPAR DE FREITAS BATISTA;1,19265E+13
LEANDRO JOSE GOMES ARARAQUARA;05256657000138
LEONARDO HUGO GUINIKI TENA;4,84438E+13
LETICIA DIAS FLAUZINO;09623665000126
LJ DA SILVA GAS LTDA;5,06774E+13
L J ESTEVES COMERCIO DE GAS;2,14002E+13
LUCIANA CRISTINA LEMES SILVA;1,81435E+13
LUCIO HEBERT DE OLIVEIRA 34311057857;1,93964E+13
LUIZ ANTONIO FASCINELLI E CIA LTDA;6,57455E+13
MAISGAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;5,81821E+13
MARCIA DA ROCHA TEIXEIRA CUADRADO COMERCIO DE BEBIDAS;1,97581E+13
MARIA ELENA DE RESENDE ANDRADE;2,07099E+13
MARQUES CARLOS JUNIOR;4,19519E+13
MAXIMILIAN GAS E AGUA MINERAL DISTRIBUIDORA LTDA;4,81038E+13
MERCEARIA MORADA DO SOL III LTDA;4,55978E+13
MICHELE DA SILVA CAMPOS MARANI COMERCIO DE GAS;3,03921E+13
MONTE BELO DEPOSITO DE GAS LTDA;1,14865E+13
MUNDIAL DISTRIBUIDORA DE GAS E AGUA LTDA;3,07824E+13
OSVALDO DA SILVA DORAZZI RIBEIRAO PRETO;03457176000165
OXIGENIO JABOTICABAL LTDA;05482901000180
PAULO C A DE OLIVEIRA E CIA LTDA;6,54996E+13
PETROGAS RIO PRETO COMERCIO DE GAS LTDA;5,50639E+13
PINDANGA COMERCIO DE GAS E AGUA LTDA;4,95878E+13
PITANGUEIRAS COMERCIO DE GAS E AGUA LTDA;3,01551E+13
PROSPERE SERVICOS ADMINISTRATIVOS LTDA;3,24881E+13
R A S COMERCIO DE GAS E AGUA LTDA;1,07881E+13
REMI BARCELOS DE OLIVEIRA;08404597000141
RITA DE CASSIA DA SILVA COMERCIO DE GAS;1,35048E+13
ROBSON FLORIANO DE OLIVEIRA;1,71824E+13
RODRIGO APARECIDO CAZONI;5,38701E+13
RUFATO GAS LTDA;5,97167E+13
SAFRA COMERCIO E DISTRIBUICAO DE GASES LTDA;1,09689E+13
SALLA GAS E AGUA LTDA;3,42243E+13
SALOMAO GAS LTDA;4,03909E+13
SAO MATHEUS DE GUARIBA GAS E PREST DE SERV ADMINIST LTDA;1,26412E+13
SERRALHA COMERCIO DE GAS LTDA;1,04893E+13
SILVIA APARECIDA ZUCCULARO NAVARRO;7,43775E+13
SUPERMERCADO MOREIRA LTDA;07712849000218
SUPERMERCADO RILU LTDA;07261491000173
SUPERMERCADO TAVARES DE IBIRA LTDA;6,09793E+13
TEREZINHA FURTADO SEIXAS GUARIBA;01142939000153
TIAGO PRATES DOS SANTOS;4,32678E+13
TUTI GAS DISTRIBUIDORA LTDA;3,37196E+13
UNIGAS COMERCIO DE GAS LTDA;3,32625E+13
ZICO COMERCIO DE GAS E AGUA LTDA;03384399000140
ABDALA COMERCIO DE GAS LTDA;1,48931E+13
A C DE OLIVEIRA COMERCIO DE GAS LTDA;4,18272E+13
AGUA E GAS RIBEIRAO DISTRIBUIDORA DE DESCARTAVEIS LTDA;02767916000105
ALBUQUERQUE S GAS COMERCIO LTDA;5,34565E+13
ALE GLP LTDA;07359079000190
ALEXSANDRO ALENCAR MENDES GAZ;4,71706E+13
ALIANCA DO LITORAL COMERCIO DE GAS LTDA;5,51258E+13
ALIFF MICHAEL DIAS ARANHA DE SANTANA;4,46426E+13
ALMADA COMERCIO DE GAS LTDA;07050551000109
ALO GAS JUQUITIBA LTDA;1,03917E+13
ALTO DE ITAQUA COMERCIO E TRANSPORTE DE GAS LTDA;03763946000106
ALVARENGA COMERCIO E TRANSPORTE DE GAS LTDA;5,25945E+13
ALVES SANTANA COMERCIO DE DERIVADOS PETROQUIMICOS LTDA;1,66476E+13
AMAD COMERCIO E TRANSPORTE DE GAS EIRELI;6,77957E+13
AMANDA GAS COMERCIO DE GAS LTDA;04758240000100
AMANDAGAS COMERCIO DE GAS LTDA;1,7781E+13
AMC GAS COMERCIO E TRANSPORTE DE GAS LTDA;08472853000138
ANA CLARA COMERCIO DE GAS LTDA;5,27298E+13
ANA CLEBIA RIBEIRO DE SOUZA BARBOZA;1,15817E+13
ANDERSON CABRAL DE OLIVEIRA GAS GLP;3,37364E+13
ANDERSON FERREIRA ROCHA COMERCIO DE GAS;2,1787E+13
ANDRADE MAIA COMERCIO DE GAS LTDA;2,75627E+13
ANDRE DIAS DOS STO GAS;3,16254E+13
ANDREIA BORGES SANTOS DE LIMA;5,09651E+13
ANDREZA S DE MOURA;5,3737E+13
A R DA SILVA FILHO;3,09225E+13
ARIANE MELO DE JESUS;2,38708E+13
ARNOFLEX DISTRIBUICAO E SERVICOS LTDA;2,24851E+13
ASARIAS DUQUE DE ABRANTES;01888929000161
A S DO NASCIMENTO V SANTOS REVENDEDORA DE GAS GLP LTDA;5,31336E+13
ATLANGAS COMERCIO DE GAS LTDA;02244186000150
AUTO POSTO TIO BEBA LTDA;1,88358E+13
BEIRA RIO MATERIAIS PARA CONSTRUCAO CARAPICUIBA LTDA;01521149000189
BENCAO GAS COMERCIO VAREJISTA DE GAS LTDA;5,44017E+13
BILILICA COMERCIO DE GAS LTDA;00169341000195
BOTIJAO DE OURO COMERCIO DE GAS E ACESSORIOS LTDA;4,05317E+13
BROTHERS COMERCIO DE GAS LTDA;07323530000110
CANARINHO GLP EIRELI;4,18345E+13
CARAPICUIBA COMERCIO DE GAS LTDA;06078981000176
CARLOS ALBERTO INACIO COMERCIO DE GAS GLP;3,7767E+13
CARLOS DOS SANTOS PAULA;4,85527E+13
CARLOS EDUARDO U PEREIRA FRANCO GAS;4,43744E+13
CARLOS ROBERTO RODRIGUES DA SILVA MATERIAIS DE CONSTRUCAO;1,94319E+13
CARVALHO COMERCIO VAREJISTA DE GLP LTDA;1,32146E+13
CASSIANO GAS LTDA;5,61507E+13
CATA PRETA COMERCIO DE GAS E ACESSORIOS LTDA;04808613000100
CAUCAIA GAZ LTDA;5,30922E+13
CELIA PETRI DO PRADO;6,603E+13
CENTRAL COMERCIO DE GAS LTDA;4,02123E+13
CENTRAL GAS LTDA;3,52853E+13
C E R GAS AGUA E VARIEDADES LTDA;01348183000101
CHAME GAS - COMERCIO DE GAS E AGUA LTDA;2,2122E+13
CICERO DAMIAO DA SILVA GAS;07997266000108
CLAUDECI DOS SANTOS DIAS;1,11899E+13
CLEIDE ROSA SANTANA SOUZA;1,33794E+13
